open,high,low,close,volume,ema_10,ema_50,macd,macd_signal,macd_hist,macd_hist_smoothed,macd_fast,macd_fast_signal,macd_fast_hist,rsi_7,rsi_7_smoothed,rsi_14,rsi_14_smoothed,bollinger_upper_20,bollinger_lower_20,bollinger_middle_20,volume_ma_20,volume_ratio,candle_body,upper_wick,lower_wick,Predicted target_ema_10,Actual target_ema_10,Predicted target_ema_50,Actual target_ema_50,Predicted target_macd,Actual target_macd,Predicted target_macd_signal,Actual target_macd_signal,Predicted target_rsi_14,Actual target_rsi_14,Predicted target_bollinger_upper,Actual target_bollinger_upper,Predicted target_bollinger_lower,Actual target_bollinger_lower
93970.01,94023.3,93966.66,94023.3,4.86591,94002.9065876854,93858.90287520547,56.272919251874555,69.07706079611057,-12.804141544236018,-12.440124499093775,11.665249652825878,16.54378955969804,-4.878539906872163,57.449344457689,52.1439232501693,45.66587270479634,47.143653011303,94123.47746262414,93851.02653737587,93987.25200000001,9.496393000000012,0.5123956011508785,53.29000000000815,0.0,3.349999999991269,507926.5,93902.62711416141,581775.06,93870.67133522582,-1185.8682,-6.440138822581503,19311.162,12.808345696684182,78522.88,35.376492194673745,548809.5,94080.61564632329,539668.94,93822.8743536767
94023.3,94023.3,93964.42,93964.42,4.72563,93995.90902628805,93863.040801668,49.398178988019936,65.14128443449245,-15.743105446472512,-14.197108391118439,3.8914201182487886,12.326333079214958,-8.43491296096617,36.67849388338688,48.25008166002643,40.199591262572184,39.56057499990897,94098.1793561024,93893.38264389761,93995.781,8.851035000000012,0.5339070515482081,-58.88000000000466,0.0,0.0,509082.94,93883.4349115866,587520.0,93867.78500835423,-2044.8292,-14.89827013814647,23598.57,7.26702252971805,80610.79,29.72158544701705,549092.1,94081.70324303492,540088.06,93799.02075696507
93964.43,93964.43,93896.58,93952.52,5.19245,93988.0201124175,93866.54978983788,42.49975651361456,60.61297885031687,-18.113222336702314,-15.553489775803557,-2.726900826120982,7.30858844410298,-10.035489270223962,33.4564964316438,42.52811159090643,40.83580479913656,42.23375625550171,94088.46989411885,93910.51110588115,93999.4905,8.770484000000012,0.5920368818870193,-11.90999999998894,0.0,55.94000000000233,510312.03,93871.8994731163,589169.8,93865.91069430113,-2993.1316,-19.526854272698984,27080.297,1.9082471692346434,82144.95,32.08939226124639,549394.44,94083.36856895906,540127.94,93782.50743104093
93952.51,93955.32,93860.62,93860.63,4.21085,93964.85827379613,93866.3176412168,29.280425440942054,54.346468168441916,-25.066042727499863,-19.64079017022484,-19.79477483998926,-1.7258659839277657,-18.068908856061494,23.668003437408686,31.26766458414632,32.107030704814235,37.71414225550768,94095.25836130466,93900.75463869532,93998.00649999999,8.631969500000013,0.48782030566720536,-91.8799999999901,2.8100000000122236,0.010000000009313226,510800.06,93870.46320527697,589375.25,93865.83576511285,-3367.0007,-19.419940369320102,29469.281,-2.3573903384763057,82610.87,40.42076344707922,549350.06,94075.78091943065,541260.8,93776.29008056935
93860.62,93860.63,93824.61,93851.09,3.4507,93944.17313310591,93865.72047881615,17.82869396872411,47.04291332849836,-29.214219359774248,-24.13116147465875,-30.799400773379602,-11.417044247078376,-19.382356526301226,20.479862896315424,25.86812092178917,33.7381699855614,35.56033516317075,94106.68727961565,93882.89972038435,93994.7935,6.364315000000011,0.5421950359150975,-9.529999999998836,0.010000000009313226,26.479999999995925,510747.8,93863.28989522661,590136.0,93864.47004883391,-3719.925,-21.74654696500511,29569.533,-6.235221663782067,83491.414,31.960523106365486,549403.3,94066.22575397274,541756.1,93767.47324602725
93851.09,93961.5,93851.08,93941.66,13.93892,93943.71619981392,93868.69849925472,15.878320946678286,40.809994852134345,-24.93167390545606,-26.40397866424333,-23.341237027561874,-15.39177517390621,-7.949461853655665,39.24547860007244,27.797781644598718,41.61332660272642,35.81950909770071,94096.18317777636,93880.28982222364,93988.2365,6.605421500000011,2.1102241545070175,90.57000000000698,19.839999999996508,0.00999999999476131,510824.6,93852.6080960945,592115.2,93862.11985084042,-3758.6533,-25.433129944940447,30836.158,-10.074803320013743,83823.81,34.02988652708912,549173.06,94055.64865881804,543901.25,93756.71534118196
93941.65,93941.65,93884.22,93884.23,9.99726,93932.90052712048,93869.30757771533,9.587990847387118,34.5655940511849,-24.977603203797784,-26.374498823009304,-26.02659648816916,-18.93671561199386,-7.0898808761753,38.51837969532294,32.74790706390347,41.515249184158016,38.95558192414863,94092.87676399716,93866.81423600283,93979.8455,6.357340000000011,1.572553929788242,-57.419999999998254,0.0,0.00999999999476131,510493.4,93839.38298771367,591512.1,93858.89436649374,-3460.7656,-29.999619402777174,30534.512,-14.05976653656643,83757.445,33.18333235930025,548710.94,94046.39028693645,543674.0,93743.18971306356
93884.23,93884.23,93868.01,93877.78,2.259,93922.87861309857,93869.63982956963,4.035874777036952,28.459650196355312,-24.42377541931836,-24.77768417619068,-27.529812627806677,-21.801081283931467,-5.728731343875211,27.72607604236883,35.16331144592127,36.759786059791836,39.96278728222544,94090.05574298241,93853.58625701758,93971.821,6.259495000000011,0.3608917332788022,-6.44999999999709,0.0,9.770000000004075,510193.44,93828.202444493,587278.4,93855.71772467047,-3028.7476,-33.39342602183751,31504.3,-17.926498433620647,83811.62,40.22955930281924,548068.8,94031.67235898145,545847.2,93734.05164101854
93877.79,93911.82,93876.73,93878.54,4.43093,93914.81704708064,93869.98885586103,-0.29943980544339865,22.70783219599557,-23.00727200143897,-24.13621687485165,-27.21791178971762,-23.606691452526853,-3.6112203371907654,34.00983093766253,33.4180955584513,35.11161641559309,37.795550553180995,94087.60632203941,93841.83967796058,93964.723,6.245601500000012,0.7094480811816111,0.75,33.28000000001339,1.0599999999976717,509647.03,93815.48563640335,582448.3,93851.89585311477,-2440.243,-37.23776538412494,33406.227,-21.788751823721505,83593.81,39.29321122926774,546862.9,94013.62548266379,546931.6,93725.8735173362
93878.55,93922.41,93878.55,93890.62,3.96526,93910.41758397507,93870.79792033708,-2.7289946514792973,17.6204668265006,-20.349461477979897,-22.593502966245683,-24.19030263212335,-23.801228512392353,-0.3890741197309957,38.48243524858494,33.406114076205306,36.3529134229765,36.074771966120494,94081.74693012297,93834.288069877,93958.01749999999,5.794457500000012,0.6843194552725587,12.069999999992433,31.79000000000815,0.0,508756.22,93802.77370251183,578185.75,93847.72621181616,-1752.1449,-40.83765787156881,31185.377,-25.598533033290966,83174.23,22.430616089754807,546152.8,94004.47561970627,546470.2,93712.58038029372
93890.62,93919.9,93867.57,93867.57,5.51685,93902.62711416141,93870.67133522582,-6.440138822581503,12.80834569668418,-19.24848451926568,-20.86840599956146,-24.642162224117783,-24.081539749634164,-0.560622474483619,51.73604162497552,41.4094359370742,35.376492194673745,35.61367401108113,94080.61564632329,93822.8743536767,93951.745,5.657736000000011,0.9750985199733584,-23.04999999998836,29.279999999998836,0.0,509124.44,93799.69302932784,573735.8,93845.29890939199,-2163.7927,-39.9810761124827,30150.893,-28.475041649129306,82523.72,35.463570288955125,546660.7,93973.55599411407,545467.1,93719.75300588594
93867.58,93867.58,93797.07,93797.07,5.53589,93883.4349115866,93867.78500835423,-14.898270138146472,7.26702252971805,-22.16529266786452,-20.58774622170331,-33.98443698558549,-27.382505494951275,-6.601931490634215,39.644993099219775,43.28782332425995,29.72158544701705,33.816997021555785,94081.70324303492,93799.02075696507,93940.362,5.667603500000011,0.9767602832484646,-70.50999999999476,0.0,0.0,508588.66,93792.3579330864,572629.56,93841.92836392563,-1942.2986,-40.96670492104022,26743.004,-30.97337430351149,82284.89,33.48210549806052,546706.06,93956.17677843577,543065.2,93716.62522156423
93797.07,93820.0,93776.04,93819.99,3.8081,93871.8994731163,93865.91069430113,-19.526854272698984,1.9082471692346434,-21.435101441933625,-20.94962620968788,-35.04279145238979,-29.935934147430782,-5.106857304959011,18.510274858945607,36.6304365277135,32.08939226124639,32.39582330097908,94083.36856895906,93782.50743104093,93932.938,5.616498500000011,0.6780203003704163,22.919999999998254,0.00999999999476131,21.030000000013388,506772.0,93785.16739979795,573885.25,93838.43352612463,-745.5658,-41.7937735896121,23879.877,-33.137454160731615,82860.32,32.74219672221092,545457.8,93938.48150981394,542667.4,93714.34949018604
93820.0,93881.04,93803.27,93864.0,5.68326,93870.46320527697,93865.83576511285,-19.419940369320102,-2.3573903384763057,-17.062550030843795,-20.220981380213924,-27.97330269930535,-29.281723664722307,1.308420965416957,44.37336596762565,34.17621130859688,40.42076344707922,34.07724705178091,94075.78091943065,93776.29008056935,93926.0355,5.732036500000012,0.991490546161035,44.0,17.039999999993597,16.729999999995925,506541.16,93781.04059983468,576546.5,93835.45456431582,-569.4447,-41.194881251998595,26012.135,-34.748939578985016,83707.19,32.2923863479339,544997.75,93935.8393170194,545801.8,93707.17568298058
93864.0,93864.0,93831.0,93831.01,2.66023,93863.28989522661,93864.47004883391,-21.74654696500511,-6.235221663782067,-15.511325301223042,-18.0029922580001,-27.216133964786422,-28.59319376474368,1.3770597999572587,38.66511560273183,33.849585476434235,31.960523106365486,34.82355960489705,94066.22575397274,93767.47324602725,93916.8495,5.658128500000012,0.4701607607533117,-32.99000000000524,0.0,0.00999999999476131,506792.44,93778.46412713747,578480.7,93832.76497355834,-636.4564,-39.90520912135253,28026.566,-35.78019348745852,83763.375,35.32925407925164,544709.56,93933.23329085372,546219.0,93701.35970914627
93831.01,93836.0,93804.54,93804.54,4.51002,93852.6080960945,93862.11985084042,-25.433129944940447,-10.074803320013743,-15.358326624926704,-15.977400652331122,-29.423127230795217,-28.86983825342753,-0.5532889773676857,34.053098870786286,39.03052681371446,34.02988652708912,35.470391026844624,94055.64865881804,93756.71534118196,93906.182,5.062384500000012,0.8908884736036919,-26.470000000001164,4.990000000005239,0.0,507968.2,93778.75428583974,579299.4,93830.69811185017,-1163.2551,-37.387828288265155,29895.342,-36.10172044761985,82861.016,47.025079576058936,545221.4,93910.22292115982,545498.9,93708.2100788402
93804.54,93807.0,93763.04,93779.87,5.74562,93839.38298771367,93858.89436649374,-29.99961940277717,-14.059766536566428,-15.939852866210742,-15.603168264120105,-33.09768934344174,-30.279121950098936,-2.818567393342807,27.361923061198155,33.360045844905294,33.18333235930025,33.05791399758497,94046.39028693645,93743.18971306356,93894.79000000001,5.214296000000012,1.101897552421264,-24.669999999998254,2.460000000006403,16.830000000001746,507954.56,93787.00623386886,582633.3,93830.44093099331,-749.66864,-31.47309597415733,29356.215,-35.17599555292735,82307.625,50.67578570265336,545008.8,93901.2200955704,546198.75,93711.2039044296
93779.88,93790.73,93750.9,93777.89,1.66518,93828.202444493,93855.71772467047,-33.39342602183751,-17.926498433620647,-15.466927588216866,-15.58836902645138,-34.27935229636205,-31.61253206551998,-2.6668202308420703,29.940950165516213,30.451990699166753,40.22955930281924,35.81425939640289,94031.67235898145,93734.05164101854,93882.862,5.168095500000011,0.32220379828507356,-1.9900000000052387,10.849999999991269,26.99000000000524,507096.9,93784.48146407452,589703.25,93828.19305134652,233.54608,-30.55035018987837,28247.576,-34.250866480317555,82356.38,35.53142711583689,544111.3,93890.77581464688,548538.5,93711.18218535313
93777.89,93792.0,93758.26,93758.26,1.89433,93815.48563640335,93851.89585311477,-37.23776538412494,-21.788751823721505,-15.449013560403436,-15.618598004943626,-36.40794788808853,-33.211004006376164,-3.1969438817123645,38.76179996524798,32.02155773065399,39.29321122926774,37.56870096379577,94013.62548266379,93725.8735173362,93869.74949999999,5.001923000000011,0.3787203441556369,-19.630000000004657,14.110000000000582,0.0,506897.75,93783.26847060642,593340.4,93826.21724541136,716.67303,-29.105118020583177,29359.031,-33.221716788370685,82323.7,40.691489361702466,543414.44,93878.42406389641,551218.56,93713.46093610357
93758.26,93762.81,93745.56,93745.57,1.81678,93802.77370251183,93847.72621181616,-40.83765787156881,-25.598533033290963,-15.239124838277846,-15.38502199563266,-38.03798813247704,-34.81999871507646,-3.217989417400581,27.093080522037724,31.93194355093384,22.430616089754807,33.984462207280615,94004.47561970627,93712.58038029372,93858.52799999999,4.793658500000012,0.3789965430370135,-12.689999999987776,4.55000000000291,0.010000000009313226,509688.34,93782.30329413252,588642.2,93824.32480441485,-1004.3733,-27.62916554581898,35303.984,-32.103206539860345,81393.664,44.87742830712555,544886.56,93859.95547292643,552694.44,93720.66352707357
93745.57,93821.73,93745.56,93785.83,2.98499,93799.69302932784,93845.29890939199,-39.9810761124827,-28.47504164912931,-11.506034463353387,-14.064724287344832,-31.731972439971287,-33.79065662337474,2.05868418340345,25.370218665320976,30.408366384202093,35.463570288955125,32.39579920265924,93973.55599411407,93719.75300588594,93846.6545,4.699612500000011,0.635156621955532,40.25999999999476,35.89999999999418,0.010000000009313226,512137.22,93783.56633156296,583685.3,93822.94932188878,-2522.7378,-25.257303458216484,38906.582,-30.734025923531576,80116.445,51.90603917743737,546532.7,93845.80358933988,551949.4,93726.98341066013
93785.83,93788.0,93743.9,93759.35,4.51415,93792.3579330864,93841.92836392563,-40.96670492104022,-30.97337430351149,-9.993330617528727,-12.246163306386597,-30.358821100075147,-32.646711448941545,2.287890348866398,26.4555132080434,26.306270798467235,33.48210549806052,30.4587639589235,93956.17677843577,93716.62522156423,93836.401,4.689038500000011,0.962702694806193,-26.479999999995925,2.1699999999982538,15.450000000011642,512057.97,93780.84699855151,583391.6,93820.81836808923,-2491.42,-24.757670159306144,36720.258,-29.538754770686488,79479.45,48.24720459353302,546830.56,93844.66652038746,550368.56,93725.27447961253
93759.36,93759.36,93746.0,93752.81,2.1708,93785.16739979795,93838.43352612463,-41.7937735896121,-33.137454160731615,-8.656319428880487,-10.051894836587477,-29.213266357255634,-31.50222975171291,2.2889633944572765,30.442344045368003,27.42269197291066,32.74219672221092,33.89595750307554,93938.48150981394,93714.34949018604,93826.41549999999,4.537956000000011,0.4783651494196935,-6.55000000000291,0.0,6.809999999997672,510854.34,93775.41299881486,582657.8,93818.07882424259,-1760.9227,-25.492058085685127,33824.23,-28.72941543368622,79655.96,48.61079394078012,546264.06,93840.66958788314,549822.7,93722.36841211686
93752.82,93771.95,93752.82,93762.47,5.75322,93781.04059983468,93835.45456431582,-41.194881251998595,-34.748939578985016,-6.445941673013579,-8.365197239807541,-25.939528091985267,-29.647995865137034,3.7084677731517672,42.57932446264263,33.15906057201788,32.2923863479339,32.8388961894018,93935.8393170194,93707.17568298058,93821.50749999999,4.615074500000011,1.2466147621235553,9.64999999999418,9.479999999995925,0.0,509705.72,93762.4924535758,581018.25,93813.61887035074,-1197.8486,-29.495102095403126,31367.123,-28.882552766029605,80161.16,43.05265286860367,545759.5,93828.78101922832,548544.0,93718.29198077168
93762.47,93766.88,93762.47,93766.87,1.49143,93778.46412713747,93832.76497355834,-39.90520912135253,-35.78019348745852,-4.125015633894009,-6.409092245262634,-22.247870864608558,-27.181287531627543,4.933416667018985,45.39528664549344,39.47231838450123,35.32925407925164,33.45461238313217,93933.23329085372,93701.35970914627,93817.2965,4.517111000000011,0.3301734227916906,4.399999999994179,0.010000000009313226,0.0,509554.53,93754.13018928928,579016.0,93809.81028719974,-1206.094,-31.326032848373867,31350.088,-29.37124878249846,80473.086,37.09178923850289,545774.0,93821.69416292534,549070.56,93713.92783707466
