Timestamp,Close,Predicted Change,Predicted Value,Signal,Trade Action,Trade Price,Position (BTC),Balance
2025-01-08 09:26:00,95934.99,0.3637849,96283.98141250134,Buy,Buy,95934.99,0.005211862741633683,0
2025-01-08 09:27:00,95949.83,0.2627872,96201.97172035695,Hold,,,0.005211862741633683,0
2025-01-08 09:28:00,95937.33,0.14940928,96080.66517037511,Hold,,,0.005211862741633683,0
2025-01-08 09:29:00,95915.18,0.032294914,95946.1546530795,Hold,,,0.005211862741633683,0
2025-01-08 09:30:00,95907.12,-0.19602266,95719.12114158153,Sell,Sell,95907.12,0,499.8547453853906
2025-01-08 09:31:00,95908.62,-0.24389248,95674.70819287062,Sell,,,0,499.8547453853906
2025-01-08 09:32:00,95825.95,-0.35171136,95488.92138740719,Sell,,,0,499.8547453853906
2025-01-08 09:33:00,95772.02,-0.33032495,95455.66300868632,Sell,,,0,499.8547453853906
2025-01-08 09:34:00,95779.49,-0.29038674,95501.3579801637,Sell,,,0,499.8547453853906
2025-01-08 09:35:00,95809.26,-0.27398568,95546.7573145473,Sell,,,0,499.8547453853906
