Timestamp,Close,Predicted Change,Predicted Value,Signal,Trade Action,Trade Price,Position (BTC),Balance
2025-01-08 07:08:00,95560.01,0.5296597,95053.86800310253,Buy,Buy,95560.01,0.0052323142285146266,0
2025-01-08 07:09:00,95600.0,0.47628108,95144.67360973358,Buy,,,0.0052323142285146266,0
2025-01-08 07:10:00,95609.85,0.60771537,95028.81265230775,Buy,,,0.0052323142285146266,0
2025-01-08 07:11:00,95564.53,0.8594545,94743.19371427238,Buy,,,0.0052323142285146266,0
2025-01-08 07:12:00,95630.51,0.8900104,94779.38832863986,Buy,,,0.0052323142285146266,0
2025-01-08 07:13:00,95626.28,1.0335804,94637.90560524464,Buy,,,0.0052323142285146266,0
2025-01-08 07:14:00,95640.01,0.96897966,94713.2766763258,Buy,,,0.0052323142285146266,0
2025-01-08 07:15:00,95662.05,1.0613171,94646.77494119704,Buy,,,0.0052323142285146266,0
2025-01-08 07:16:00,95616.37,1.0268056,94634.57800044953,Buy,,,0.0052323142285146266,0
2025-01-08 07:17:00,95513.01,1.0860066,94475.73054624438,Buy,,,0.0052323142285146266,0
