Timestamp,Close,Predicted Change,Predicted Value,Signal,Trade Action,Trade Price,Position (BTC),Balance
2024-12-29 17:40:00,93973.25,-0.09635846952353405,94063.80118546153,Hold,,,0,500
2024-12-29 17:42:00,94038.16,-0.2196528869287058,94244.71753325465,Buy,Buy,94038.16,0.005316990464296622,0
2024-12-29 17:43:00,94000.0,-0.05910525458521227,94055.5589393101,Hold,,,0.005316990464296622,0
2024-12-29 17:44:00,93995.01,-0.07355983218603714,94064.15257161926,Hold,,,0.005316990464296622,0
2024-12-29 17:45:00,94019.99,-0.07980539990805072,94095.02302901303,Hold,,,0.005316990464296622,0
2024-12-29 17:46:00,93972.0,-0.024298203010751182,93994.83350733327,Hold,,,0.005316990464296622,0
2024-12-29 17:47:00,93939.13,-0.015065427195504086,93953.28233123824,Hold,,,0.005316990464296622,0
2024-12-29 17:48:00,93949.38,-0.05573569453291708,94001.74333945238,Hold,,,0.005316990464296622,0
2024-12-29 17:49:00,93935.0,0.010105756281133646,93925.50715783732,Hold,,,0.005316990464296622,0
2024-12-29 17:50:00,93945.4,0.01862543331591092,93927.90226216963,Hold,,,0.005316990464296622,0
2024-12-29 17:51:00,93963.08,0.01049584439590263,93953.2177813336,Hold,,,0.005316990464296622,0
2024-12-29 17:52:00,93935.0,0.10854938352629567,93833.03413658458,Sell,Sell,93935.0,0,499.45149926370317
2024-12-29 17:53:00,93902.4,0.10315619486538902,93805.53385727272,Sell,,,0,499.45149926370317
2024-12-29 17:54:00,93930.0,0.06873167352031341,93865.44033906236,Hold,,,0,499.45149926370317
2024-12-29 17:55:00,93920.01,0.10583154632285352,93820.61300111041,Sell,,,0,499.45149926370317
2024-12-29 17:56:00,93958.42,0.0137510211118042,93945.49975782947,Hold,,,0,499.45149926370317
2024-12-29 17:57:00,93944.25,-0.004372124853731851,93948.3573599029,Hold,,,0,499.45149926370317
2024-12-29 17:58:00,93955.27,-0.005199944147080689,93960.15562156323,Hold,,,0,499.45149926370317
2024-12-29 17:59:00,93945.01,-0.007115289335979586,93951.69445927822,Hold,,,0,499.45149926370317
2024-12-29 18:00:00,93945.0,0.0005166806180383124,93944.5146043934,Hold,,,0,499.45149926370317
2024-12-29 18:01:00,93945.01,0.019328025277977237,93926.8522847198,Hold,,,0,499.45149926370317
2024-12-29 18:02:00,93844.46,0.09657587207290506,93753.8288943629,Sell,,,0,499.45149926370317
2024-12-29 18:03:00,93744.01,0.1670718812327024,93587.39011895002,Sell,,,0,499.45149926370317
2024-12-29 18:04:00,93735.0,0.20813605697077286,93539.90366699845,Sell,,,0,499.45149926370317
2024-12-29 18:05:00,93742.22,0.19305704113659586,93561.24404377225,Sell,,,0,499.45149926370317
2024-12-29 18:06:00,93754.99,0.2158424430629677,93552.62693909057,Sell,,,0,499.45149926370317
2024-12-29 18:07:00,93776.99,0.17870839624654916,93609.40264512271,Sell,,,0,499.45149926370317
2024-12-29 18:08:00,93788.68,0.1770182903780733,93622.65688209583,Sell,,,0,499.45149926370317
2024-12-29 18:09:00,93772.01,0.18533324012258742,93598.21929553892,Sell,,,0,499.45149926370317
2024-12-29 18:10:00,93783.43,0.17388396498461753,93620.35565341741,Sell,,,0,499.45149926370317
2024-12-29 18:11:00,93795.37,0.15775521522874716,93647.40291218189,Sell,,,0,499.45149926370317
2024-12-29 18:12:00,93803.34,0.045347499485988235,93760.80253087565,Hold,,,0,499.45149926370317
2024-12-29 18:13:00,93821.73,-0.08146103866200631,93898.15815574865,Hold,,,0,499.45149926370317
2024-12-29 18:14:00,93874.56,-0.14827741257618798,94013.75476863528,Buy,Buy,93874.56,0.005320413744295613,0
2024-12-29 18:15:00,93890.61,-0.1607430286367201,94041.53261011948,Buy,,,0.005320413744295613,0
2024-12-29 18:16:00,93902.66,-0.15970566341998202,94052.62786612201,Buy,,,0.005320413744295613,0
2024-12-29 18:17:00,93871.16,-0.1005386881322672,93965.53683279855,Hold,,,0.005320413744295613,0
2024-12-29 18:18:00,93809.62,-0.024486188900974527,93832.5904007605,Hold,,,0.005320413744295613,0
2024-12-29 18:19:00,93864.04,-0.0981132728882256,93956.13308170911,Hold,,,0.005320413744295613,0
2024-12-29 18:20:00,93880.0,-0.10224710892391173,93975.98958585777,Hold,,,0.005320413744295613,0
2024-12-29 18:21:00,93813.77,-0.020177789813615378,93832.69954532685,Hold,,,0.005320413744295613,0
2024-12-29 18:22:00,93803.93,-0.00161977473287765,93805.44941235658,Hold,,,0.005320413744295613,0
2024-12-29 18:23:00,93797.0,0.027277027138952397,93771.41496685449,Hold,,,0.005320413744295613,0
2024-12-29 18:24:00,93820.83,0.055452435597516433,93768.8040646672,Hold,,,0.005320413744295613,0
2024-12-29 18:25:00,93849.73,0.04315614164546638,93809.22807758731,Hold,,,0.005320413744295613,0
2024-12-29 18:26:00,93864.78,0.038574822894760455,93828.57182735443,Hold,,,0.005320413744295613,0
2024-12-29 18:27:00,93860.39,0.010939784510112177,93850.12187559364,Hold,,,0.005320413744295613,0
2024-12-29 18:28:00,93872.64,-0.06759439184201148,93936.09264011403,Hold,,,0.005320413744295613,0
2024-12-29 18:29:00,93821.74,0.044614166779451896,93779.88221244102,Hold,,,0.005320413744295613,0
2024-12-29 18:30:00,93791.22,0.09558482499114827,93701.56982650595,Sell,Sell,93791.22,0,499.0080959822536
2024-12-29 18:31:00,93778.04,0.03706149938944206,93743.28445227796,Hold,,,0,499.0080959822536
2024-12-29 18:32:00,93676.66,0.13624556030564228,93549.02970970739,Sell,,,0,499.0080959822536
2024-12-29 18:33:00,93683.92,0.12151769027802722,93570.07746425408,Sell,,,0,499.0080959822536
2024-12-29 18:34:00,93668.0,0.16383867499244706,93514.53558990808,Sell,,,0,499.0080959822536
2024-12-29 18:35:00,93678.23,0.18272116603685762,93507.0600458213,Sell,,,0,499.0080959822536
2024-12-29 18:36:00,93600.4,0.28202098031464395,93336.42723434157,Sell,,,0,499.0080959822536
2024-12-29 18:37:00,93665.67,0.2064424209209861,93472.30432328014,Sell,,,0,499.0080959822536
2024-12-29 18:38:00,93626.04,0.2603047445399182,93382.32697575515,Sell,,,0,499.0080959822536
2024-12-29 18:39:00,93678.15,0.15610886091576093,93531.91010710804,Sell,,,0,499.0080959822536
