Timestamp,Close,Predicted Change,Predicted Value,Signal,Trade Action,Trade Price,Position (BTC),Balance
2024-12-30 02:43:00,93597.51,-0.15023291025153263,93738.12426319596,Sell,,,0,500
2024-12-30 02:44:00,93585.46,-0.1442168222424536,93720.42597649299,Sell,,,0,500
2024-12-30 02:45:00,93653.39,-0.1816171859081095,93823.48065142553,Sell,,,0,500
2024-12-30 02:46:00,93562.01,-0.03629472667182334,93595.96807579816,Hold,,,0,500
2024-12-30 02:47:00,93583.71,-0.05627145465025192,93636.37091493269,Hold,,,0,500
2024-12-30 02:48:00,93661.43,-0.16201855140481736,93813.17889211103,Sell,,,0,500
2024-12-30 02:49:00,93748.01,-0.19017698247728873,93926.2971365505,Sell,,,0,500
2024-12-30 02:50:00,93701.39,-0.13182429179929506,93824.9111937736,Hold,,,0,500
2024-12-30 02:51:00,93713.55,-0.09930817469544392,93806.6152159473,Hold,,,0,500
2024-12-30 02:52:00,93697.32,-0.054985599354870594,93748.84003298145,Hold,,,0,500
2024-12-30 02:53:00,93722.99,-0.13335598273016702,93847.9752143586,Hold,,,0,500
2024-12-30 02:54:00,93809.79,-0.23879039343325784,94033.79876661992,Sell,,,0,500
2024-12-30 02:55:00,93850.0,-0.21079715205056382,94047.83312719945,Sell,,,0,500
2024-12-30 02:56:00,93848.1,-0.30288202046281787,94132.34902144597,Sell,,,0,500
2024-12-30 02:57:00,93896.82,-0.33120311392217194,94207.8091917139,Sell,,,0,500
2024-12-30 02:58:00,93919.72,-0.2761666985566271,94179.09499001763,Sell,,,0,500
2024-12-30 02:59:00,93927.64,-0.1925113911991982,94108.46140648458,Sell,,,0,500
2024-12-30 03:00:00,93906.41,-0.21846451712686632,94111.56218515767,Sell,,,0,500
2024-12-30 03:01:00,93873.61,-0.17092026588375375,94034.05902380667,Sell,,,0,500
2024-12-30 03:02:00,93850.16,-0.1627988947087902,94002.94702316243,Sell,,,0,500
2024-12-30 03:03:00,93845.47,-0.13123768370316122,93968.63062108833,Hold,,,0,500
2024-12-30 03:04:00,93941.83,-0.14086251708226316,94074.15882633116,Sell,,,0,500
2024-12-30 03:05:00,94000.0,-0.15904542595111448,94149.50270039405,Sell,,,0,500
2024-12-30 03:06:00,94065.63,-0.23170471535103665,94283.58450023466,Sell,,,0,500
2024-12-30 03:07:00,94055.99,-0.17145787790766623,94217.25640449906,Sell,,,0,500
2024-12-30 03:08:00,94031.62,-0.11913479187120422,94143.64437478011,Hold,,,0,500
2024-12-30 03:09:00,94008.0,-0.08458851855474604,94087.51997452295,Hold,,,0,500
2024-12-30 03:10:00,94024.4,-0.12741144407357527,94144.19784582152,Hold,,,0,500
2024-12-30 03:11:00,94009.58,-0.1422599011470651,94143.31793557678,Sell,,,0,500
2024-12-30 03:12:00,93968.47,-0.12692914067660602,94087.74337147795,Hold,,,0,500
2024-12-30 03:13:00,94008.34,-0.17109400183664278,94169.18263096618,Sell,,,0,500
2024-12-30 03:14:00,94015.33,-0.07855619664415833,94089.18486751046,Hold,,,0,500
2024-12-30 03:15:00,94004.69,-0.002837776953856256,94007.35764342836,Hold,,,0,500
2024-12-30 03:16:00,94019.99,0.0452741318034328,93977.42326580583,Hold,,,0,500
