Timestamp,Close,Predicted Change,Predicted Value,EMA_5,EMA_10,Target,Signal,Trade Action,Trade Price,Position (BTC),Balance
2025-01-09 17:05:00,94221.15,0.08867153,0.08867153,94189.70078468173,94203.61071414805,0.09288336077556704,Hold,,,0,500
2025-01-09 17:06:00,94166.0,0.09487544,0.09487544,94181.80052312116,94196.77240248476,0.08128615721275911,Hold,,,0,500
2025-01-09 17:07:00,94176.07,0.074744746,0.074744746,94179.89034874745,94193.00832930571,0.06764014055967517,Hold,,,0,500
2025-01-09 17:08:00,94156.01,0.09224626,0.09224626,94171.9302324983,94186.28136034103,0.05363942984215421,Hold,,,0,500
2025-01-09 17:09:00,94110.8,0.12449621,0.12449621,94151.55348833221,94172.55747664266,0.08966167027120032,Hold,,,0,500
2025-01-09 17:10:00,94053.88,0.14549172,0.14549172,94118.99565888815,94150.97975361672,0.14369397249417487,Hold,,,0,500
2025-01-09 17:11:00,94005.19,0.1442486,0.1442486,94081.06043925877,94124.4725256864,0.15298882299186795,Hold,,,0,500
2025-01-09 17:12:00,93969.89,0.14143577,0.14143577,94044.00362617252,94096.36661192524,0.12714340164837173,Hold,,,0,500
2025-01-09 17:13:00,94009.69,0.14029583,0.14029583,94032.56575078168,94080.60722793883,0.12164769269290704,Hold,,,0,500
2025-01-09 17:14:00,94003.22,0.15555155,0.15555155,94022.78383385445,94066.53682285905,0.12155927084776817,Hold,,,0,500
2025-01-09 17:15:00,94035.87,0.15400413,0.15400413,94027.1458892363,94060.96103688468,0.1489009724414444,Hold,,,0,500
2025-01-09 17:16:00,94057.37,0.13485686,0.13485686,94037.2205928242,94060.30812108745,0.1264301623812688,Hold,,,0,500
2025-01-09 17:17:00,93922.85,0.17392801,0.17392801,93999.09706188281,94035.31573543519,0.17691686557366743,Hold,,,0,500
2025-01-09 17:18:00,93750.91,0.23512271,0.23512271,93916.36804125522,93983.6056017197,0.24672473441290632,Hold,,,0,500
2025-01-09 17:19:00,93867.92,0.19053642,0.19053642,93900.21869417015,93962.57185595247,0.21264880647535775,Hold,,,0,500
2025-01-09 17:20:00,93919.2,0.13741788,0.13741788,93906.54579611344,93954.68606396111,0.1685853680857489,Hold,,,0,500
2025-01-09 17:21:00,93724.19,0.197284,0.197284,93845.7605307423,93912.77768869544,0.2033155533417001,Hold,,,0,500
2025-01-09 17:22:00,93674.08,0.23692138,0.23692138,93788.53368716153,93869.37810893262,0.21198154581616835,Hold,,,0,500
2025-01-09 17:23:00,93764.94,0.20079648,0.20079648,93780.66912477436,93850.38936185396,0.20749591058446648,Hold,,,0,500
2025-01-09 17:24:00,93721.55,0.24218263,0.24218263,93760.96274984958,93826.96402333505,0.22707034457150693,Hold,,,0,500
2025-01-09 17:25:00,93702.37,0.26564702,0.26564702,93741.43183323306,93804.31056454685,0.26122554758619637,Hold,,,0,500
2025-01-09 17:26:00,93758.01,0.20531492,0.20531492,93746.95788882204,93795.89228008378,0.2696907454192436,Hold,,,0,500
2025-01-09 17:27:00,93776.01,0.14899214,0.14899214,93756.64192588137,93792.27732006855,0.20772380571605384,Hold,,,0,500
2025-01-09 17:28:00,93850.0,0.08191044,0.08191044,93787.76128392092,93802.77235278336,0.0757637774491769,Hold,,,0,500
2025-01-09 17:29:00,93800.32,0.07615944,0.07615944,93791.94752261395,93802.32647045911,0.09790169564964195,Hold,,,0,500
2025-01-09 17:30:00,93804.03,0.039759792,0.039759792,93795.97501507596,93802.63620310291,0.11317521175575743,Hold,,,0,500
2025-01-09 17:31:00,93785.69,0.003992834,0.003992834,93792.54667671732,93799.555075266,0.026292817653154315,Hold,,,0,500
2025-01-09 17:32:00,93761.26,-0.013876978,-0.013876978,93782.11778447822,93792.59233430855,-0.02205797261357133,Hold,,,0,500
2025-01-09 17:33:00,93724.0,-0.0018276097,-0.0018276097,93762.74518965215,93780.1210007979,0.009203871761068518,Hold,,,0,500
2025-01-09 17:34:00,93604.46,0.04878726,0.04878726,93709.9834597681,93748.18263701646,0.03592394636789883,Hold,,,0,500
2025-01-09 17:35:00,93512.01,0.1141649,0.1141649,93643.99230651208,93705.24215755893,0.07161009410311803,Hold,,,0,500
2025-01-09 17:36:00,93519.19,0.15815552,0.15815552,93602.39153767473,93671.41449254821,0.11559178940282508,Hold,,,0,500
2025-01-09 17:37:00,93452.16,0.2254571,0.2254571,93552.31435844983,93631.55003935762,0.17618830526440815,Hold,,,0,500
2025-01-09 17:38:00,93461.33,0.26638287,0.26638287,93521.98623896655,93600.60094129259,0.2431374443666593,Hold,,,0,500
2025-01-09 17:39:00,93537.39,0.2428755,0.2428755,93527.1208259777,93589.10804287576,0.22960648281566357,Hold,,,0,500
2025-01-09 17:40:00,93469.59,0.26655632,0.26655632,93507.94388398514,93567.37748962562,0.2670118635425036,Hold,,,0,500
2025-01-09 17:41:00,93420.25,0.28484014,0.28484014,93478.71258932343,93540.62703696641,0.29368831312946864,Hold,,,0,500
2025-01-09 17:42:00,93496.58,0.22748818,0.22748818,93484.6683928823,93532.6184847907,0.2700190031581237,Hold,,,0,500
2025-01-09 17:43:00,93471.17,0.19240183,0.19240183,93480.16892858822,93521.44603301056,0.2605097910243698,Hold,,,0,500
2025-01-09 17:44:00,93456.46,0.15144691,0.15144691,93472.26595239216,93509.630390645,0.2030799340117958,Hold,,,0,500
2025-01-09 17:45:00,93299.4,0.16639057,0.16639057,93414.64396826144,93471.40668325499,0.1932878711623769,Hold,,,0,500
2025-01-09 17:46:00,93183.45,0.20362224,0.20362224,93337.5793121743,93419.05092266315,0.22906491120989708,Hold,,,0,500
2025-01-09 17:47:00,93109.04,0.24861734,0.24861734,93261.39954144954,93362.68530036075,0.236190925243068,Hold,,,0,500
2025-01-09 17:49:00,92950.29,0.30572215,0.30572215,93157.69636096637,93287.70433665879,0.3108711316338853,Hold,,,0,500
2025-01-09 17:50:00,92808.17,0.37364256,0.37364256,93041.18757397757,93200.51627544808,0.4374913485618315,Hold,,,0,500
2025-01-09 17:51:00,92684.63,0.4424294,0.4424294,92922.33504931838,93106.71877082116,0.5141272761432126,Sell,,,0,500
2025-01-09 17:52:00,92485.59,0.5262693,0.5262693,92776.75336621226,92993.78626703548,0.6192889309411878,Sell,,,0,500
2025-01-09 17:53:00,92327.58,0.61892134,0.61892134,92627.02891080818,92872.65785484722,0.7804113085000108,Sell,,,0,500
2025-01-09 17:54:00,92429.16,0.6729094,0.6729094,92561.07260720545,92792.02188123863,0.8187533528271786,Sell,,,0,500
2025-01-09 17:55:00,92558.08,0.6603141,0.6603141,92560.0750714703,92749.48699374069,0.8175470888502901,Sell,,,0,500
2025-01-09 17:56:00,92620.01,0.58387244,0.58387244,92580.05338098021,92725.94572215146,0.7408843386028559,Sell,,,0,500
2025-01-09 17:57:00,92696.97,0.450754,0.450754,92619.02558732015,92720.677409033,0.6372283104936891,Sell,,,0,500
2025-01-09 17:58:00,92796.48,0.31009853,0.31009853,92678.17705821345,92734.45969829973,0.521944157922959,Hold,,,0,500
2025-01-09 17:59:00,92773.84,0.20755145,0.20755145,92710.06470547564,92741.61975315431,0.3969512620692818,Hold,,,0,500
2025-01-09 18:00:00,92699.22,0.11576671,0.11576671,92706.44980365044,92733.91070712626,0.2885887652999794,Hold,,,0,500
2025-01-09 18:01:00,92668.02,0.016672842,0.016672842,92693.6398691003,92721.93057855785,0.17649277597560314,Hold,,,0,500
2025-01-09 18:02:00,92851.84,-0.12727562,-0.12727562,92746.37324606687,92745.55047336551,-0.05197428297504695,Hold,,,0,500
2025-01-09 18:03:00,92809.39,-0.18294449,-0.18294449,92767.37883071126,92757.15766002634,-0.21605962570589768,Hold,,,0,500
2025-01-09 18:04:00,92797.51,-0.1915757,-0.1915757,92777.42255380751,92764.49444911245,-0.2548186831339488,Hold,,,0,500
2025-01-09 18:05:00,92748.6,-0.14824715,-0.14824715,92767.81503587168,92761.60454927382,-0.2148873188247855,Hold,,,0,500
2025-01-09 18:06:00,92776.64,-0.11378155,-0.11378155,92770.75669058113,92764.33826758766,-0.19269232007530648,Hold,,,0,500
2025-01-09 18:07:00,92732.77,-0.059285607,-0.059285607,92758.09446038742,92758.59858257172,-0.12809636224612087,Hold,,,0,500
2025-01-09 18:08:00,92619.65,0.0061424924,0.0061424924,92711.94630692495,92733.33520392232,-0.009400186945887623,Hold,,,0,500
2025-01-09 18:09:00,92466.44,0.06748514,0.06748514,92630.11087128331,92684.80880320918,0.08828837657076402,Hold,,,0,500
2025-01-09 18:10:00,92766.43,-0.0008190789,-0.0008190789,92675.55058085555,92699.6490208075,-0.008621065065838061,Hold,,,0,500
2025-01-09 18:11:00,92613.59,0.073370464,0.073370464,92654.8970539037,92684.00192611522,0.020073184552071598,Hold,,,0,500
2025-01-09 18:12:00,92664.01,0.087846436,0.087846436,92657.93470260246,92680.3670304579,0.09751537086538399,Hold,,,0,500
2025-01-09 18:13:00,92729.69,0.06901004,0.06901004,92681.85313506832,92689.33484310191,0.08454937482329476,Hold,,,0,500
2025-01-09 18:14:00,92768.62,0.048361592,0.048361592,92710.77542337889,92703.75032617428,0.06980488010101246,Hold,,,0,500
2025-01-09 18:15:00,92728.0,0.074397966,0.074397966,92716.51694891926,92708.15935777896,0.055921357185024556,Hold,,,0,500
2025-01-09 18:16:00,92800.0,0.0127578955,0.0127578955,92744.34463261285,92724.85765636459,0.03456571539893019,Hold,,,0,500
2025-01-09 18:17:00,92692.96,0.010248252,0.010248252,92727.2164217419,92719.05808248011,0.042271076594292877,Hold,,,0,500
2025-01-09 18:18:00,92590.43,0.017156644,0.017156644,92681.62094782793,92695.67115839283,0.020357758956567863,Hold,,,0,500
2025-01-09 18:19:00,92521.42,0.044895466,0.044895466,92628.2206318853,92663.98912959412,-0.04113307778413717,Hold,,,0,500
2025-01-09 18:20:00,92488.41,0.091199405,0.091199405,92581.61708792354,92632.0656514861,0.09767493425418122,Hold,,,0,500
2025-01-09 18:21:00,92458.73,0.12880512,0.12880512,92540.65472528237,92600.55007848862,0.08044994055289945,Hold,,,0,500
2025-01-09 18:22:00,92715.75,0.062185686,0.062185686,92599.01981685491,92621.49551876342,0.020312635531927224,Hold,,,0,500
2025-01-09 18:23:00,92720.47,0.06752918,0.06752918,92639.50321123662,92639.49087898825,0.0385712335353329,Hold,,,0,500
2025-01-09 18:24:00,92824.5,0.031236188,0.031236188,92701.16880749108,92673.12890099038,0.02045840374889371,Hold,,,0,500
